state,statefips,countyfips,county,latino_cvap_2020,latino_voted_2020,latino_turnout_2020_cvap,avg24_residual
MN,27,105,Nobles County,1730,704,.40693641,-.014188978
VA,51,710,Norfolk city,11960,4075,.34071907,-.011327844
VA,51,99,King George County,845,404,.4781065,-.011798908
WI,55,87,Outagamie County,3735,1825,.48862115,-.012350762
WV,54,69,Ohio County,245,93,.37959182,-.014395637
WY,56,33,Sheridan County,770,256,.33246753,-.017621921
AL,1,101,Montgomery County,2110,503,.23838863,-.016431315
IN,18,113,Noble County,1575,574,.36444443,-.014981471
TX,48,229,Hudspeth County,1555,539,.34662381,-.013077747
KY,21,73,Franklin County,510,193,.37843138,-.015673127
NY,36,9,Cattaraugus County,840,303,.36071429,-.013471412
KS,20,197,Wabaunsee County,165,67,.40606061,-.013631238
MO,29,99,Jefferson County,2635,1057,.40113851,-.013919458
VT,50,7,Chittenden County,2805,1592,.56755793,-.0098931547
MN,27,53,Hennepin County,32480,17509,.53907019,-.012081341
MO,29,189,St. Louis County,14440,6727,.46585873,-.012654629
NC,37,103,Jones County,200,50,.25,-.011327892
NE,31,153,Sarpy County,8700,4016,.46160918,-.012271767
AL,1,95,Marshall County,3095,665,.21486267,-.015856974
TX,48,303,Lubbock County,69375,22993,.33143064,-.011168461
TX,48,365,Panola County,700,213,.30428571,-.0096006319
NY,36,75,Oswego County,1815,639,.35206613,-.013000786
CA,6,23,Humboldt County,9455,4133,.43712321,-.011673881
TX,48,103,Crane County,1465,540,.3686007,-.01319603
OH,39,35,Cuyahoga County,47100,19783,.42002124,-.010666138
KS,20,185,Stafford County,190,71,.3736842,-.012484532
ID,16,5,Bannock County,4540,1693,.37290749,-.011465076
TX,48,471,Walker County,7520,2067,.27486703,-.0093489336
TX,48,235,Irion County,290,105,.36206895,-.011812759
ID,16,29,Caribou County,135,50,.37037036,-.009217632
TX,48,239,Jackson County,2545,940,.36935166,-.011084048
ID,16,17,Bonner County,880,354,.40227273,-.011443137
TX,48,113,Dallas County,383570,168596,.43954429,-.010037066
NE,31,79,Hall County,5880,2211,.3760204,-.010756714
CA,6,73,San Diego County,613950,310451,.50566173,-.011332802
IN,18,97,Marion County,30995,11292,.36431682,-.010721358
IN,18,53,Grant County,1760,516,.29318181,-.011697592
MA,25,7,Dukes County,335,191,.57014924,-.013564223
TX,48,181,Grayson County,7510,2780,.3701731,-.0090947216
IL,17,31,Cook County,645510,322424,.49948722,-.010707514
NJ,34,7,Camden County,47050,24021,.51054198,-.0076671056
MN,27,107,Norman County,195,93,.47692308,-.01140865
VT,50,5,Caledonia County,345,174,.5043478,-.0066707432
NE,31,159,Seward County,285,111,.38947368,-.010148574
AR,5,115,Pope County,2170,527,.24285714,-.011772324
FL,12,71,Lee County,81065,35378,.43641523,-.01102913
TX,48,461,Upton County,1165,428,.36738196,-.0092021544
GA,13,195,Madison County,685,208,.30364963,-.0099788522
CA,6,63,Plumas County,1145,542,.47336245,-.010337716
AL,1,15,Calhoun County,1845,380,.20596206,-.013019587
ID,16,19,Bonneville County,6550,2572,.39267176,-.0079174321
VA,51,680,Lynchburg city,2205,702,.31836733,-.0055200034
MI,26,37,Clinton County,2210,1107,.50090498,-.0082941148
CA,6,39,Madera County,40400,16741,.41438118,-.0096990382
VA,51,700,Newport News city,8860,3352,.37832958,-.0054666405
GA,13,121,Fulton County,31245,13640,.43654984,-.0088663772
VA,51,630,Fredericksburg city,1195,489,.40920502,-.0075507727
CA,6,55,Napa County,21985,12599,.57307255,-.010841635
GA,13,35,Butts County,505,119,.23564357,-.0087890048
FL,12,109,St. Johns County,11885,5840,.49137568,-.0090020513
OR,41,23,Grant County,205,85,.41463414,-.0077042547
OK,40,107,Okfuskee County,260,61,.23461539,-.0086235274
TX,48,55,Caldwell County,12525,4568,.36471057,-.0097097224
NV,32,3,Clark County,321850,148609,.46173373,-.006087055
IL,17,107,Logan County,675,278,.41185185,-.0090725701
NY,36,103,Suffolk County,147765,71716,.48533821,-.009238054
TX,48,489,Willacy County,12745,4053,.31800705,-.010061873
TX,48,503,Young County,1480,521,.35202703,-.0069668624
OK,40,39,Custer County,2365,621,.26257929,-.0080562066
VT,50,3,Bennington County,480,261,.54374999,-.0046339999
MO,29,143,New Madrid County,185,47,.25405404,-.0071519073
NY,36,81,Queens County,324930,149103,.4588773,-.0093853176
TX,48,7,Aransas County,4145,1580,.38118213,-.0081346249
VA,51,740,Portsmouth city,2625,954,.36342856,-.0042567835
IL,17,119,Madison County,4665,2047,.43879956,-.0074132308
GA,13,39,Camden County,1850,528,.2854054,-.008288445
PA,42,41,Cumberland County,6080,2760,.45394737,-.0071166628
NE,31,105,Kimball County,195,64,.32820514,-.0068929032
TX,48,3,Andrews County,5180,1777,.34305018,-.0073646978
CA,6,37,Los Angeles County,2508430,1313343,.52357173,-.0076495139
GA,13,77,Coweta County,5050,1824,.36118811,-.0071502854
SC,45,47,Greenwood County,1135,275,.24229075,-.0082867257
NC,37,77,Granville County,1800,657,.36500001,-.0071106064
NC,37,157,Rockingham County,1745,562,.32206303,-.0061208615
TX,48,191,Hall County,490,139,.28367347,-.0051347148
IN,18,107,Montgomery County,505,186,.36831683,-.0079601984
GA,13,69,Coffee County,1820,395,.21703297,-.0056880675
VA,51,540,Charlottesville city,1095,520,.47488585,-.0052221348
GA,13,133,Greene County,315,101,.32063493,-.0072675757
IA,19,21,Buena Vista County,1715,691,.40291545,-.0087634111
TX,48,357,Ochiltree County,1790,575,.32122904,-.0049073021
FL,12,23,Columbia County,2810,872,.31032029,-.005750034
NC,37,51,Cumberland County,23575,6623,.2809332,-.0057898695
NJ,34,13,Essex County,92280,46633,.50534242,-.0025681576
KS,20,125,Montgomery County,1130,376,.33274338,-.0055833953
CA,6,5,Amador County,3815,1751,.45897773,-.0070832814
GA,13,153,Houston County,5130,1582,.30838206,-.0059515997
KS,20,177,Shawnee County,11005,4779,.43425715,-.0064155031
SC,45,63,Lexington County,6140,1922,.31302932,-.0081123803
NM,35,43,Sandoval County,39265,20930,.5330447,-.0054237414
CA,6,115,Yuba County,11370,4278,.37625331,-.0055034361
GA,13,261,Sumter County,465,108,.23225807,-.0043115318
WV,54,39,Kanawha County,1245,494,.39678714,-.0047260234
MN,27,109,Olmsted County,3270,1690,.5168196,-.0046856781
GA,13,171,Lamar County,270,57,.21111111,-.005724574
TX,48,157,Fort Bend County,97330,52130,.53560054,-.0041989428
KY,21,185,Oldham County,1185,562,.47426161,-.006799798
IL,17,195,Whiteside County,3855,1730,.44876784,-.0064905314
TX,48,445,Terry County,3900,1255,.32179487,-.0064891279
MO,29,49,Clinton County,285,111,.38947368,-.0057652574
ID,16,67,Minidoka County,2850,960,.33684212,-.0043228623
MN,27,67,Kandiyohi County,2240,972,.43392858,-.0043407199
MO,29,77,Greene County,6210,2124,.34202898,-.0040830327
MT,30,13,Cascade County,2390,950,.39748955,-.0048028361
NE,31,109,Lancaster County,10605,4524,.42659122,-.0039008881
CA,6,111,Ventura County,187170,101865,.54423785,-.0058070859
OR,41,5,Clackamas County,17905,9893,.55252725,-.003420498
GA,13,247,Rockdale County,3220,1050,.32608697,-.0040238579
WA,53,11,Clark County,19600,9874,.50377554,-.0029424767
MT,30,49,Lewis and Clark County,1475,718,.48677966,-.0046544382
MN,27,111,Otter Tail County,840,396,.47142857,-.0028949631
MN,27,145,Stearns County,2400,990,.41249999,-.002085526
NM,35,41,Roosevelt County,4075,1421,.34871167,-.0013201684
ID,16,47,Gooding County,1335,464,.34756553,-.0026460383
TX,48,149,Fayette County,2640,1087,.41174242,-.0026989221
GA,13,315,Wilcox County,110,22,.2,-.0010905896
AR,5,85,Lonoke County,1710,499,.29181287,-.004984552
IA,19,113,Linn County,3880,1846,.47577319,-.0039871489
NC,37,85,Harnett County,7300,2298,.31479451,-.0019530439
NM,35,61,Valencia County,31180,14136,.45336753,-.0031531143
MI,26,111,Midland County,1495,733,.49030101,-.0014565537
LA,22,117,Washington Parish,410,65,.15853658,-.0049133585
IA,19,115,Louisa County,830,334,.40240964,-.0039417683
IA,19,81,Hancock County,175,77,.44,-.003833005
NM,35,51,Sierra County,2320,1023,.44094828,-.0014403783
KY,21,113,Jessamine County,495,179,.36161616,-.0021914372
AZ,4,11,Greenlee County,3095,1198,.38707593,-.0026053372
OK,40,13,Bryan County,1155,328,.28398269,-.0017334881
CO,8,63,Kit Carson County,505,212,.41980198,.0013545472
LA,22,39,Evangeline Parish,310,55,.17741935,-.002864355
IN,18,23,Clinton County,1260,474,.37619048,-.0031341126
TX,48,297,Live Oak County,3060,1032,.33725491,-.0020537397
OR,41,45,Malheur County,4535,1585,.34950384,.00022333798
UT,49,23,Juab County,275,92,.33454546,-.003423824
AL,1,79,Lawrence County,245,56,.22857143,-.0053196209
NC,37,195,Wilson County,2620,828,.31603053,-.000098369084
TX,48,479,Webb County,129715,57070,.43996453,-.0029083784
TX,48,163,Frio County,9730,3343,.34357658,-.0038811949
WY,56,41,Uinta County,800,249,.31125,-.0039715027
TX,48,85,Collin County,70435,38107,.54102361,.0011058872
OK,40,79,Le Flore County,1075,287,.26697674,-.00042287286
CA,6,99,Stanislaus County,124030,54943,.44298154,-.0012635364
ND,38,93,Stutsman County,355,131,.36901408,-.0029380445
GA,13,189,McDuffie County,265,65,.24528302,.001098991
AZ,4,27,Yuma County,68810,28144,.40901032,-.00055056071
WA,53,67,Thurston County,13935,7185,.51560819,-.000052761752
CA,6,25,Imperial County,80935,37233,.46003583,-.0019733433
TX,48,481,Wharton County,9135,3401,.37230432,.00070600334
KS,20,37,Crawford County,1380,455,.32971016,.00024810861
CO,8,85,Montrose County,4440,2087,.47004506,.0023129059
KY,21,215,Spencer County,235,90,.38297874,-.0011517201
CA,6,53,Monterey County,93795,50452,.53789645,-.0016416382
TX,48,255,Karnes County,5215,1869,.35838926,-.0012005623
TX,48,195,Hansford County,905,298,.32928178,.0032258623
NY,36,47,Kings County,273335,115002,.42073646,-.00020574189
IL,17,77,Jackson County,1415,462,.32650176,.0012227105
OK,40,17,Canadian County,6640,2444,.3680723,.00019940019
PA,42,85,Mercer County,945,380,.40211639,.0013700961
TX,48,381,Randall County,18865,7515,.39835674,.0015434282
OK,40,69,Johnston County,305,82,.26885247,.000042901065
OH,39,65,Hardin County,270,89,.32962963,.0015235705
VA,51,137,Orange County,705,340,.4822695,.0034587868
TN,47,53,Gibson County,555,138,.24864864,-.0026400499
WI,55,1,Adams County,510,230,.4509804,.0012894272
MI,26,51,Gladwin County,310,131,.42258066,.0011877096
PA,42,27,Centre County,3700,1485,.40135136,.0013645442
OK,40,89,McCurtain County,790,187,.23670886,.0020315817
TX,48,409,San Patricio County,25300,10344,.40885377,.00030865209
NC,37,61,Duplin County,3180,953,.29968554,.0024546848
SC,45,73,Oconee County,1790,537,.30000001,-.0015397234
MI,26,85,Lake County,200,78,.38999999,.0021822583
AZ,4,19,Pima County,231320,110073,.4758473,.0021022474
IL,17,95,Knox County,1615,655,.40557274,.0015222469
LA,22,55,Lafayette Parish,4600,1191,.25891304,-.00049972784
GA,13,279,Toombs County,945,221,.23386243,.0030701386
NY,36,1,Albany County,11520,5244,.45520833,.00075755082
TX,48,139,Ellis County,24235,10004,.41279143,.0034095673
OK,40,129,Roger Mills County,115,34,.29565218,.0028407113
CT,9,11,New London County,16530,8063,.4877798,.00011459117
IN,18,145,Shelby County,640,249,.38906249,.0014885428
TX,48,45,Briscoe County,235,85,.36170211,.0024730375
TX,48,363,Palo Pinto County,2900,1012,.34896553,.0034856794
CO,8,14,Broomfield County,4945,3072,.62123358,.0036110203
TX,48,193,Hamilton County,540,199,.36851853,.003306411
KS,20,129,Morton County,245,87,.35510203,.0045617786
KS,20,173,Sedgwick County,31775,13080,.41164437,.0037805024
MN,27,83,Lyon County,630,274,.43492064,.0044294512
KS,20,187,Stanton County,285,109,.38245615,.0032053338
CO,8,99,Prowers County,2350,964,.41021276,.005431274
TN,47,37,Davidson County,19095,6418,.33610892,-.0013637753
OR,41,47,Marion County,35660,16834,.47206953,.003991425
NY,36,105,Sullivan County,6545,2744,.41925132,.0026353702
MI,26,89,Leelanau County,450,260,.5777778,.0027515225
TX,48,401,Rusk County,3500,1147,.32771429,.0062151174
OR,41,59,Umatilla County,8480,3479,.41025943,.0055132248
MI,26,165,Wexford County,450,187,.41555557,.005693499
IA,19,153,Polk County,15720,7500,.47709924,.0034970124
VA,51,75,Goochland County,365,202,.55342466,.0063697291
OR,41,31,Jefferson County,2280,980,.42982456,.0048184679
AL,1,59,Franklin County,1755,375,.21367522,.00051197474
PA,42,127,Wayne County,1700,709,.41705883,.0042722235
VA,51,800,Suffolk city,2430,1101,.45308641,.0083951363
OK,40,77,Latimer County,190,52,.2736842,.0041994848
PA,42,129,Westmoreland County,2635,1215,.46110058,.0055839317
MI,26,115,Monroe County,3375,1558,.46162963,.0058077611
CA,6,83,Santa Barbara County,88210,45906,.52041721,.0031357333
NE,31,145,Red Willow County,255,90,.35294119,.0062467488
NC,37,9,Ashe County,370,138,.37297297,.0052678417
TX,48,215,Hidalgo County,380360,172098,.45246083,.0047639753
OH,39,157,Tuscarawas County,865,357,.41271678,.0064458018
NM,35,7,Colfax County,4355,2021,.4640643,.0056290985
IA,19,83,Hardin County,325,140,.43076923,.0042801383
OH,39,49,Franklin County,28520,12577,.44098878,.0076711648
AL,1,69,Houston County,1500,334,.22266667,.0029482378
NM,35,53,Socorro County,5725,2700,.47161573,.0063530756
NC,37,27,Caldwell County,1660,543,.32710844,.0069178198
WI,55,107,Rusk County,140,62,.44285715,.0070997402
TX,48,171,Gillespie County,2840,1299,.45739436,.0063101337
KS,20,87,Jefferson County,300,133,.44333333,.0049104877
LA,22,105,Tangipahoa Parish,2485,516,.20764588,.0036615655
OH,39,147,Seneca County,1695,656,.38702065,.0063950084
SC,45,7,Anderson County,2900,826,.28482759,.0045994311
WY,56,1,Albany County,2455,672,.27372709,.0027663384
ID,16,39,Elmore County,2225,651,.29258427,.0073576435
WA,53,33,King County,91930,55100,.59936911,.0072242278
IL,17,197,Will County,60040,32062,.53401065,.0062556108
OK,40,11,Blaine County,275,91,.3309091,.0069762575
OR,41,17,Deschutes County,7715,4007,.51937783,.0073914975
CA,6,71,San Bernardino County,637430,290182,.45523745,.0070339977
CO,8,123,Weld County,47375,23812,.50262797,.0092859175
OK,40,71,Kay County,1570,498,.31719744,.0069661485
ME,23,5,Cumberland County,3885,2224,.57245815,.0076521733
OR,41,19,Douglas County,3890,1672,.42982006,.0083723366
NC,37,155,Robeson County,2685,760,.28305399,.0093305027
ID,16,55,Kootenai County,4390,1769,.40296128,.0077729085
WI,55,15,Calumet County,945,502,.53121692,.0092762308
TX,48,219,Hockley County,6280,2127,.33869427,.0077871731
UT,49,15,Emery County,250,81,.324,.0054527535
KS,20,55,Finney County,7755,3067,.39548677,.00664418
ME,23,31,York County,2410,1272,.52780086,.0080038058
MI,26,105,Mason County,750,347,.46266666,.0084111774
NJ,34,41,Warren County,5515,2879,.52203083,.010933597
ND,38,99,Walsh County,590,240,.40677965,.0056936834
LA,22,79,Rapides Parish,1900,454,.23894736,.0063328934
SD,46,23,Charles Mix County,115,42,.36521739,.0075749452
WI,55,43,Grant County,440,185,.42045453,.0097699305
CA,6,17,El Dorado County,14215,7639,.53739005,.008144578
TX,48,13,Atascosa County,20250,8428,.41619754,.0069903098
ME,23,19,Penobscot County,1415,614,.43392226,.0099734934
OH,39,135,Preble County,220,88,.40000001,.010234016
KY,21,29,Bullitt County,860,306,.35581395,.0076873689
TX,48,175,Goliad County,1810,743,.41049725,.0084434254
TX,48,231,Hunt County,7340,2647,.3606267,.011154493
IL,17,91,Kankakee County,4970,2120,.42655936,.0097899362
TX,48,167,Galveston County,45950,20577,.44781283,.010390381
VA,51,121,Montgomery County,2035,841,.41326782,.012555734
OK,40,131,Rogers County,1980,728,.36767676,.0092353653
WA,53,53,Pierce County,48240,23179,.48049337,.010915593
TX,48,257,Kaufman County,13265,5384,.40588012,.011424427
NE,31,23,Butler County,110,45,.40909091,.010782634
GA,13,219,Oconee County,895,438,.48938549,.0090923402
NE,31,13,Box Butte County,705,283,.40141845,.010201914
MO,29,69,Dunklin County,480,136,.28333333,.011626547
NY,36,99,Seneca County,810,314,.38765433,.0088418545
OK,40,149,Washita County,565,188,.33274338,.010038235
CA,6,95,Solano County,61045,31133,.51000082,.0095957574
TN,47,33,Crockett County,470,112,.23829788,.0062712915
CO,8,51,Gunnison County,975,519,.53230768,.012317097
TX,48,423,Smith County,18965,7028,.37057737,.013332014
IA,19,49,Dallas County,2325,1258,.54107529,.010780354
TX,48,349,Navarro County,4915,1825,.37131232,.012546997
TX,48,183,Gregg County,8115,2758,.33986446,.013537928
KS,20,69,Gray County,305,122,.40000001,.011273582
OH,39,171,Williams County,950,378,.39789474,.011835404
TX,48,259,Kendall County,6320,3204,.506962,.011257907
TX,48,397,Rockwall County,9675,4810,.49715763,.012638351
NJ,34,9,Cape May County,3395,1749,.51516938,.013820413
NV,32,21,Mineral County,465,186,.40000001,.012988685
NC,37,181,Vance County,1060,320,.3018868,.012940168
NY,36,63,Niagara County,3830,1589,.41488251,.011627726
TX,48,441,Taylor County,20145,6992,.34708366,.012999004
TX,48,223,Hopkins County,2515,920,.36580518,.013551133
AL,1,89,Madison County,7610,2558,.33613667,.00820933
FL,12,9,Brevard County,41125,18277,.44442552,.011581421
WI,55,81,Monroe County,885,413,.46666667,.013908294
NE,31,111,Lincoln County,1805,696,.38559556,.012921712
WI,55,131,Washington County,2110,1098,.52037913,.014187697
ME,23,3,Aroostook County,535,233,.43551403,.013800304
SC,45,77,Pickens County,2440,599,.2454918,.010180071
GA,13,255,Spalding County,1470,408,.27755103,.012980063
MI,26,9,Antrim County,280,141,.50357145,.013549773
UT,49,39,Sanpete County,1170,335,.2863248,.01088534
CA,6,113,Yolo County,37215,18721,.50304985,.011896374
FL,12,107,Putnam County,3185,1039,.32621664,.013765622
OR,41,71,Yamhill County,7110,3467,.48762307,.013719945
OK,40,147,Washington County,1410,500,.35460994,.013219839
LA,22,97,St. Landry Parish,750,162,.21600001,.012175134
OH,39,23,Clark County,2080,824,.39615384,.014777605
CA,6,29,Kern County,219830,92187,.41935587,.014421681
MN,27,37,Dakota County,12690,7178,.56564224,.014093162
VT,50,11,Franklin County,485,258,.53195876,.018011866
PA,42,25,Carbon County,1895,814,.42955145,.014103178
CO,8,69,Larimer County,23710,12869,.54276675,.015866442
MO,29,117,Livingston County,160,52,.32499999,.012961127
TX,48,309,McLennan County,32765,12089,.36896077,.015896467
PA,42,89,Monroe County,18050,7955,.44072023,.013813039
IA,19,111,Lee County,760,313,.41184211,.012948982
DE,10,5,Sussex County,6910,3304,.47814763,.016062498
VA,51,89,Henry County,1320,516,.39090911,.019006699
GA,13,95,Dougherty County,900,224,.24888889,.015637036
NC,37,23,Burke County,1865,632,.33887398,.014685444
GA,13,115,Floyd County,3360,1067,.31755951,.014905203
WA,53,31,Jefferson County,710,434,.61126763,.013082534
CA,6,47,Merced County,72150,31943,.44273043,.014349832
NM,35,57,Torrance County,4675,2018,.43165776,.016022574
NC,37,191,Wayne County,4200,1314,.31285715,.016493248
RI,44,7,Providence County,75210,32658,.43422416,.013804971
MT,30,29,Flathead County,1900,849,.4468421,.015704302
OH,39,151,Stark County,3865,1697,.43906856,.016865423
OH,39,57,Greene County,3205,1418,.44243369,.016357483
PA,42,71,Lancaster County,34400,15193,.44165698,.015966052
LA,22,87,St. Bernard Parish,2535,456,.17988166,.013145166
SC,45,59,Laurens County,1240,316,.25483871,.01390832
IL,17,105,Livingston County,955,415,.43455496,.016364127
PA,42,95,Northampton County,24610,11928,.48468101,.015827997
OK,40,111,Okmulgee County,865,254,.29364163,.016121281
FL,12,57,Hillsborough County,240635,107675,.44746193,.016527869
NE,31,95,Jefferson County,215,87,.40465117,.017090337
OH,39,85,Lake County,3995,1920,.48060074,.017220641
TX,48,133,Eastland County,1655,522,.31540784,.018894114
OH,39,11,Auglaize County,435,182,.41839081,.01850754
IA,19,57,Des Moines County,650,283,.4353846,.015220482
TX,48,395,Robertson County,1890,706,.37354496,.018406834
MN,27,171,Wright County,1825,926,.50739723,.018690735
TN,47,157,Shelby County,15965,4996,.31293455,.014849369
MD,24,43,Washington County,3325,1359,.4087218,.017089974
CO,8,121,Washington County,280,122,.43571427,.020663368
TX,48,327,Menard County,510,184,.36078432,.01743352
MT,30,31,Gallatin County,2700,1256,.4651852,.017883772
MI,26,25,Calhoun County,3700,1670,.45135134,.020021923
GA,13,233,Polk County,1380,394,.28550723,.018027665
CA,6,109,Tuolumne County,4775,2182,.45696336,.017302912
KS,20,113,McPherson County,625,271,.43360001,.017700471
AZ,4,3,Cochise County,27655,12070,.43644911,.018686293
NC,37,167,Stanly County,825,282,.34181818,.018786125
NY,36,5,Bronx County,439790,179360,.40783101,.016739877
LA,22,69,Natchitoches Parish,495,79,.15959597,.017032467
GA,13,85,Dawson County,640,248,.38749999,.017060896
IN,18,179,Wells County,470,184,.39148936,.017600466
OK,40,141,Tillman County,1030,324,.3145631,.01847655
NJ,34,39,Union County,83025,47418,.5711292,.021314673
NC,37,183,Wake County,39930,20515,.5137741,.019251354
WA,53,21,Franklin County,17695,7855,.44391072,.019615643
TX,48,449,Titus County,4285,1618,.37759626,.0203737
NH,33,1,Belknap County,655,330,.50381678,.015971493
VA,51,117,Mecklenburg County,395,163,.41265821,.023354476
AR,5,145,White County,1305,366,.28045976,.017747393
WI,55,79,Milwaukee County,68195,31527,.46230662,.021864899
FL,12,127,Volusia County,52695,22597,.42882627,.018233299
MO,29,47,Clay County,9685,4536,.46835312,.018641895
NC,37,67,Forsyth County,16090,6766,.42050964,.020347465
IN,18,127,Porter County,10885,4908,.45089573,.017520916
TX,48,97,Cooke County,2830,1143,.40388691,.020697156
GA,13,1,Appling County,475,123,.25894737,.01994624
KS,20,27,Clay County,150,61,.40666667,.020546198
ME,23,17,Oxford County,490,221,.45102042,.020280287
SD,46,135,Yankton County,470,197,.41914892,.017661242
PA,42,51,Fayette County,915,368,.4021858,.021082805
WA,53,45,Mason County,2005,952,.47481295,.020731684
LA,22,95,St. John the Baptist Parish,1485,377,.25387207,.016701745
WI,55,63,La Crosse County,1415,697,.49257952,.021881415
FL,12,99,Palm Beach County,168380,86624,.51445538,.020317229
MI,26,73,Isabella County,1790,640,.35754189,.02212764
AR,5,3,Ashley County,340,89,.26176471,.020321505
MD,24,37,St. Mary's County,3085,1380,.44732577,.020453546
KS,20,191,Sumner County,765,307,.4013072,.021094663
GA,13,185,Lowndes County,3490,795,.22779369,.022360891
IA,19,33,Cerro Gordo County,1140,527,.46228069,.019117678
CA,6,79,San Luis Obispo County,36395,18714,.51419151,.020796431
OK,40,135,Sequoyah County,690,195,.28260869,.022245793
GA,13,47,Catoosa County,885,304,.34350282,.021880073
GA,13,29,Bryan County,1610,598,.37142858,.023172976
WA,53,61,Snohomish County,35795,19793,.55295432,.023431214
IN,18,61,Harrison County,370,144,.38918918,.021660011
CO,8,115,Sedgwick County,270,127,.47037038,.024822518
VA,51,810,Virginia Beach city,21985,10975,.49920401,.025455719
CA,6,57,Nevada County,5205,2944,.56560999,.022124201
SC,45,41,Florence County,1375,389,.2829091,.021481793
RI,44,9,Washington County,2415,1281,.53043479,.020682605
KS,20,107,Linn County,170,64,.3764706,.023483295
MO,29,207,Stoddard County,260,81,.31153846,.023930948
NJ,34,3,Bergen County,110900,69138,.6234265,.02564997
CA,6,9,Calaveras County,3955,1961,.49582806,.022171581
MO,29,145,Newton County,1435,523,.36445993,.024481624
MT,30,53,Lincoln County,355,141,.39718309,.024436651
MI,26,117,Montcalm County,1160,491,.42327586,.02596445
NY,36,43,Herkimer County,830,331,.39879519,.023593962
NE,31,143,Polk County,85,37,.43529412,.024531728
NE,31,43,Dakota County,3030,1181,.38976899,.023730325
IN,18,73,Jasper County,925,361,.39027026,.023061795
MI,26,161,Washtenaw County,10345,5691,.55012083,.02533675
OK,40,61,Haskell County,200,59,.29499999,.024363205
CA,6,67,Sacramento County,193905,99355,.51239008,.02518669
TX,48,265,Kerr County,8165,3603,.44127372,.024299793
TX,48,325,Medina County,18190,7777,.4275426,.023676509
MS,28,75,Lauderdale County,605,137,.22644629,.023775171
AZ,4,9,Graham County,8605,3267,.37966299,.026458489
OH,39,137,Putnam County,1225,544,.44408163,.02571027
LA,22,33,East Baton Rouge Parish,7085,2050,.28934368,.022770228
TX,48,233,Hutchinson County,2670,926,.34681648,.026699329
AL,1,103,Morgan County,2520,703,.27896824,.022168936
VA,51,177,Spotsylvania County,6645,3485,.52445447,.0284048
IA,19,15,Boone County,275,131,.47636363,.023977937
ID,16,51,Jefferson County,1180,471,.39915255,.027445138
CO,8,83,Montezuma County,1990,993,.49899498,.028118607
NE,31,121,Merrick County,110,45,.40909091,.027063828
MO,29,13,Bates County,225,85,.37777779,.026135797
IL,17,167,Sangamon County,2610,1309,.50153255,.027143888
OH,39,133,Portage County,2020,863,.42722774,.027124375
LA,22,89,St. Charles Parish,1895,578,.30501318,.022504535
NH,33,19,Sullivan County,420,210,.5,.024109041
MN,27,123,Ramsey County,18035,9740,.540061,.027399858
WI,55,25,Dane County,14605,8649,.59219444,.028414616
MD,24,21,Frederick County,11035,5887,.53348434,.026410842
SC,45,91,York County,6715,2521,.37542814,.024985092
VA,51,683,Manassas city,4865,2577,.52970195,.028019646
NY,36,7,Broome County,4935,2126,.43080041,.026661681
CO,8,101,Pueblo County,49455,24794,.50134468,.028450809
GA,13,113,Fayette County,3880,1891,.48737115,.026339171
AR,5,91,Miller County,760,203,.26710525,.026465166
FL,12,51,Hendry County,10050,3423,.340597,.026941648
VA,51,31,Campbell County,520,222,.42692307,.032268062
FL,12,55,Highlands County,12050,5001,.41502073,.027251573
NJ,34,5,Burlington County,23015,13435,.58374971,.030849479
NY,36,35,Fulton County,1060,418,.39433962,.027436523
MO,29,167,Polk County,455,156,.34285715,.027633933
NY,36,95,Schoharie County,755,313,.41456953,.027024863
MA,25,25,Suffolk County,87725,40781,.46487319,.02667354
MO,29,7,Audrain County,265,99,.3735849,.029274052
WA,53,57,Skagit County,9140,4783,.52330416,.028348736
WA,53,75,Whitman County,2165,762,.35196304,.030208224
OK,40,139,Texas County,2790,889,.318638,.028288357
KY,21,233,Webster County,105,37,.35238096,.027668741
NC,37,135,Orange County,4565,2423,.53077763,.027332492
OH,39,51,Fulton County,2285,1024,.44814005,.029043062
PA,42,35,Clinton County,375,144,.384,.029057058
OK,40,53,Grant County,145,55,.37931034,.028442478
NE,31,151,Saline County,1090,458,.42018348,.029331051
NM,35,6,Cibola County,7240,3390,.46823204,.030322101
MN,27,137,St. Louis County,1855,939,.50619948,.02975712
NJ,34,11,Cumberland County,23330,10795,.46270895,.032853078
IN,18,81,Johnson County,2670,1196,.44794008,.029077627
KS,20,91,Johnson County,19360,11236,.58037192,.029777801
NY,36,113,Warren County,1020,495,.4852941,.028960226
ME,23,1,Androscoggin County,1195,566,.47364017,.030938633
WA,53,35,Kitsap County,12855,6727,.52329832,.030343356
TX,48,91,Comal County,26130,13076,.50042099,.030501233
IN,18,5,Bartholomew County,1800,789,.43833333,.029646114
SC,45,1,Abbeville County,165,43,.26060605,.028939933
IN,18,135,Randolph County,260,97,.37307692,.029748619
IL,17,1,Adams County,615,271,.4406504,.031392746
NJ,34,17,Hudson County,151635,82646,.5450325,.032324705
IN,18,85,Kosciusko County,2465,989,.40121704,.030031871
CO,8,87,Morgan County,4900,2261,.46142858,.033048835
PA,42,5,Armstrong County,310,132,.42580646,.032207876
WI,55,35,Eau Claire County,1300,626,.48153847,.032677487
KS,20,133,Neosho County,330,128,.38787878,.032395169
AR,5,61,Howard County,325,95,.2923077,.030429306
